Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
Hyundai NEW SANTRO,2020.0,22380,2,PETROL,MP-04,Manual,HatchBack,438000
Hyundai Elite i20,2016.0,75747,1,DIESEL,TS-08,Manual,HatchBack,634000
Hyundai Elite i20,2019.0,59924,1,PETROL,RJ-02,Manual,HatchBack,604000
Hyundai Elite i20,2019.0,51237,1,PETROL,HR-26,Manual,HatchBack,735000
Ford Ecosport,2018.0,84606,1,PETROL,DL-12,Manual,SUV,721000
Maruti Baleno,2021.0,14485,1,PETROL,BR-01,Manual,HatchBack,783000
Maruti Alto,2020.0,10762,1,PETROL,GJ-23,Manual,HatchBack,370000
Honda City,2015.0,41309,1,PETROL,DL-8C,Automatic,Sedan,661000
Maruti Alto 800,2017.0,21877,1,PETROL,GJ-03,Manual,HatchBack,294000
Maruti Alto K10,2017.0,44338,2,PETROL,UP-32,Manual,HatchBack,280000
Renault Kwid,2018.0,40588,1,PETROL,TS-08,Manual,HatchBack,374000
Hyundai Elite i20,2017.0,69698,2,PETROL,TS-07,Manual,HatchBack,659000
Hyundai Creta,2016.0,71521,1,PETROL,WB-02,Manual,SUV,677000
Maruti Alto,2021.0,28155,1,CNG,RJ-02,Manual,HatchBack,408000
Maruti Baleno,2016.0,64759,1,PETROL,MH-12,Manual,HatchBack,545000
Maruti Baleno,2017.0,57559,1,PETROL,DL-8C,Manual,HatchBack,496000
Skoda Rapid,2021.0,95954,1,DIESEL,AP-28,Manual,Sedan,629000
Maruti Alto K10,2016.0,74250,2,PETROL,KA-01,Manual,HatchBack,317000
Renault Kwid,2018.0,77605,1,PETROL,GJ-05,Manual,HatchBack,345000
Maruti Swift,2019.0,49661,1,PETROL,DL-5C,Manual,HatchBack,506000
Maruti Baleno,2018.0,50466,2,PETROL,HR-26,Manual,HatchBack,543000
Maruti New Wagon-R,2022.0,4777,1,PETROL,MH-14,Manual,HatchBack,717000
Honda Brio,2012.0,92796,1,PETROL,KA-01,Manual,HatchBack,338000
Honda City,2013.0,106244,1,PETROL,,Manual,Sedan,696000
Hyundai Creta,2017.0,97420,1,DIESEL,CH-01,Manual,SUV,697000
Hyundai GRAND I10 NIOS,2022.0,23728,1,CNG,DL-3C,Manual,HatchBack,769000
Maruti Celerio,2017.0,30898,1,PETROL,KA-05,Automatic,HatchBack,513000
Tata TIGOR,2021.0,51617,1,PETROL,WB-18,Manual,Sedan,537000
Maruti Swift,2013.0,77326,1,DIESEL,TN-05,Manual,HatchBack,403000
Maruti Wagon R 1.0,2013.0,30906,1,PETROL,MH-16,Manual,HatchBack,300000
Maruti New Wagon-R,2020.0,23040,1,CNG,DL-11,Manual,HatchBack,575000
Maruti Ritz,2011.0,104495,2,PETROL,,Manual,HatchBack,208000
Hyundai NEW SANTRO,2019.0,39957,1,CNG,DL-12,Manual,HatchBack,531000
Hyundai Creta,2017.0,41631,2,PETROL,MH-47,Manual,SUV,803000
Tata TIGOR,2018.0,35687,2,PETROL,KL-38,Automatic,Sedan,535000
Hyundai Eon,2018.0,71503,2,PETROL,TS-13,Manual,HatchBack,304000
Hyundai Grand i10,2017.0,21520,1,PETROL,GJ-06,Manual,HatchBack,512000
Mahindra XUV500,2014.0,99432,1,DIESEL,RJ-14,Manual,Lux_SUV,593000
Hyundai GRAND I10 NIOS,2019.0,76947,1,PETROL,TS-10,Automatic,HatchBack,726000
Maruti Swift,2017.0,7734,1,PETROL,GJ-05,Manual,HatchBack,546000
Hyundai NEW SANTRO,2020.0,29686,1,PETROL,GJ-06,Automatic,HatchBack,557000
Ford Ecosport,2018.0,33388,2,PETROL,DL-12,Automatic,SUV,793000
Maruti Swift Dzire,2013.0,29811,1,PETROL,MH-02,Manual,Sedan,434000
Maruti Swift,2014.0,19215,1,PETROL,DL-3C,Manual,HatchBack,438000
Maruti Swift,2021.0,43788,1,PETROL,UP-78,Manual,HatchBack,651000
Renault Kiger,2021.0,16264,1,PETROL,KA-04,Manual,HatchBack,852000
Honda WR-V,2017.0,34266,1,PETROL,KA-32,Manual,SUV,811000
Maruti Swift,2012.0,41110,1,PETROL,DL-9C,Manual,HatchBack,298000
Maruti Ciaz,2016.0,114119,1,PETROL,,Automatic,Sedan,614000
Honda Brio,2012.0,69408,3,PETROL,AP-09,Manual,HatchBack,353000
Ford Ecosport,2017.0,91641,1,PETROL,HR-26,Automatic,SUV,651000
Volkswagen Ameo,2017.0,122864,2,DIESEL,MH-01,Manual,Sedan,345000
Maruti Alto K10,2011.0,93403,1,PETROL,HR-22,Manual,HatchBack,157000
Skoda Rapid,2016.0,38705,1,PETROL,KA-09,Manual,Sedan,652000
Hyundai Elite i20,2017.0,62148,2,PETROL,DL-4C,Manual,HatchBack,476000
Hyundai Xcent,2015.0,40791,2,PETROL,MH-01,Manual,Sedan,444000
Maruti Wagon R 1.0,2017.0,14658,1,PETROL,MH-04,Automatic,HatchBack,420000
Honda Amaze,2017.0,52380,1,PETROL,MH-12,Manual,Sedan,509000
Maruti Swift,2018.0,49848,1,PETROL,GJ-01,Manual,HatchBack,573000
Ford Ecosport,2014.0,121451,2,PETROL,,Manual,SUV,488000
Maruti New Wagon-R,2021.0,63818,1,CNG,HR-26,Manual,HatchBack,564200
Maruti Dzire,2017.0,30313,1,PETROL,GJ-01,Manual,Sedan,698000
Tata NEXON,2018.0,95268,1,DIESEL,HR-10,Manual,SUV,692000
Maruti Wagon R 1.0,2015.0,71593,1,PETROL,WB-02,Manual,HatchBack,304000
Tata ALTROZ,2022.0,8837,1,DIESEL,TN-05,Manual,HatchBack,792000
Hyundai i10,2011.0,42527,2,PETROL,MH-02,Manual,HatchBack,251000
Hyundai Eon,2017.0,25667,2,PETROL,MH-03,Manual,HatchBack,359000
Maruti Swift Dzire,2013.0,16029,1,PETROL,HR-29,Manual,Sedan,731000
Hyundai Grand i10,2019.0,59689,1,CNG,MH-12,Manual,HatchBack,528000
Hyundai NEW SANTRO,2021.0,78271,1,CNG,HR-36,Manual,HatchBack,546000
Maruti Ertiga,2019.0,33340,1,PETROL,HR-36,Automatic,SUV,887000
Toyota YARIS,2021.0,44321,1,CNG,UP-32,Manual,Sedan,814000
Hyundai Elite i20,2017.0,55378,1,PETROL,KA-53,Manual,HatchBack,614000
Hyundai NEW SANTRO,2021.0,5603,1,PETROL,UP-32,Automatic,HatchBack,648000
Maruti S Cross,2021.0,22273,1,PETROL,UP-32,Manual,SUV,795000
Maruti Dzire,2020.0,87904,1,PETROL,TS-10,Manual,Sedan,706000
Maruti Baleno,2018.0,106711,2,PETROL,,Automatic,HatchBack,596000
Maruti Wagon R 1.0,2017.0,83980,1,PETROL,TS-08,Automatic,HatchBack,443000
Maruti Wagon R 1.0,2011.0,110053,1,PETROL,,Manual,HatchBack,237000
Datsun Go Plus,2021.0,45062,1,PETROL,BR-06,Manual,HatchBack,583000
Maruti Swift,2015.0,39100,1,PETROL,KA-02,Manual,HatchBack,589000
Hyundai GRAND I10 NIOS,2019.0,40934,1,PETROL,UP-78,Manual,HatchBack,682000
Maruti Alto K10,2017.0,31241,1,PETROL,DL-5C,Manual,HatchBack,308000
Maruti IGNIS,2017.0,70693,2,PETROL,DL-8C,Manual,HatchBack,432000
Hyundai Creta,2015.0,82997,2,DIESEL,CH-01,Manual,SUV,683000
Maruti Swift,2015.0,88509,2,DIESEL,KA-25,Manual,HatchBack,590000
Toyota YARIS,2021.0,58989,1,PETROL,DL-14,Automatic,Sedan,913000
Maruti Alto 800,2012.0,48775,2,PETROL,KA-05,Manual,HatchBack,255000
Hyundai Eon,2016.0,44583,2,PETROL,TN-85,Manual,HatchBack,345000
Maruti Swift,2015.0,64751,1,DIESEL,MH-03,Manual,HatchBack,487650
Maruti Alto K10,2015.0,110874,1,PETROL,,Manual,HatchBack,239000
Datsun Redi Go,2020.0,40847,1,PETROL,BR-31,Automatic,HatchBack,407000
Maruti Baleno,2017.0,83969,1,PETROL,TS-09,Manual,HatchBack,580000
Volkswagen Polo,2018.0,101696,1,PETROL,,Manual,HatchBack,451000
Hyundai NEW I20,2021.0,14785,1,PETROL,UP-72,Automatic,HatchBack,1061000
Maruti Alto K10,2015.0,69770,1,CNG,DL-9C,Manual,HatchBack,295000
Toyota YARIS,2020.0,38812,2,DIESEL,HR-26,Manual,Sedan,601000
Maruti Ciaz,2018.0,52130,1,PETROL,WB-02,Manual,Sedan,626000
Maruti Celerio,2017.0,97445,2,PETROL,TN-02,Automatic,HatchBack,443000
Maruti New Wagon-R,2020.0,51781,1,PETROL,TS-08,Manual,HatchBack,527000
Toyota YARIS,2018.0,78611,1,PETROL,TS-08,Manual,Sedan,796000
Renault Kwid,2019.0,26039,1,PETROL,KA-50,Manual,HatchBack,472000
Maruti Wagon R Stingray,2016.0,87908,1,PETROL,TS-13,Manual,HatchBack,426000
Hyundai i10,2010.0,14367,1,PETROL,DL-7C,Manual,HatchBack,148000
Hyundai Elite i20,2018.0,55117,2,PETROL,DL-8C,Manual,HatchBack,508000
Maruti Ciaz,2021.0,95356,2,PETROL,WB-08,Manual,Sedan,345000
Hyundai Grand i10,2015.0,60607,1,PETROL,WB-02,Manual,HatchBack,337000
Nissan MAGNITE,2021.0,21967,1,PETROL,DL-8C,Automatic,SUV,807000
Ford Ecosport,2019.0,45739,1,PETROL,HR-26,Manual,SUV,726000
Maruti S PRESSO,2020.0,51289,1,CNG,DL-6C,Manual,HatchBack,503000
Maruti Baleno,2016.0,49807,1,PETROL,TN-02,Manual,HatchBack,577000
Renault Kwid,2021.0,24619,2,PETROL,TN-14,Automatic,HatchBack,531000
Hyundai Elite i20,2017.0,51181,1,PETROL,KA-51,Manual,HatchBack,667000
Honda WR-V,2017.0,43841,2,PETROL,TN-14,Manual,SUV,763000
Maruti Alto 800,2018.0,9370,1,PETROL,MH-46,Manual,HatchBack,336000
Maruti Wagon R 1.0,2013.0,60248,2,PETROL,KA-41,Manual,HatchBack,299000
Maruti Vitara Brezza,2018.0,74221,1,DIESEL,HR-36,Manual,SUV,745000
Ford Ecosport,2017.0,51665,1,DIESEL,HR-34,Manual,SUV,625000
Hyundai i10,2010.0,83410,3,PETROL,AP-09,Automatic,HatchBack,287000
Maruti Alto 800,2018.0,57300,1,PETROL,TN-11,Manual,HatchBack,302000
Honda Amaze,2016.0,20404,1,PETROL,KA-05,Automatic,Sedan,959000
Hyundai Grand i10,2017.0,40795,1,PETROL,DL-4C,Manual,HatchBack,474000
Maruti New Wagon-R,2020.0,48884,2,CNG,HR-76,Manual,HatchBack,532000
Ford Ecosport,2016.0,54909,2,PETROL,KA-03,Automatic,SUV,719000
Maruti Swift,2013.0,70694,1,PETROL,KA-53,Manual,HatchBack,499000
Maruti Vitara Brezza,2020.0,40725,1,PETROL,GJ-24,Manual,SUV,862000
Renault Kiger,2021.0,16466,1,PETROL,TS-09,Manual,HatchBack,637750
Maruti Ciaz,2015.0,63920,1,DIESEL,GJ-01,Automatic,Sedan,750000
Hyundai i10,2012.0,21063,1,PETROL,UP-14,Manual,HatchBack,257000
Hyundai Elite i20,2020.0,40560,1,PETROL,KA-51,Manual,HatchBack,790000
Honda Amaze,2013.0,120332,1,PETROL,,Manual,Sedan,397000
Renault Kwid,2018.0,9889,1,PETROL,DL-12,Manual,HatchBack,350000
Tata Tiago,2021.0,15915,1,PETROL,HR-36,Manual,HatchBack,557000
Mahindra XUV500,2014.0,107080,2,DIESEL,MH-46,Manual,Lux_SUV,561000
Hyundai i10,2012.0,36473,1,PETROL,MH-43,Manual,HatchBack,258000
Maruti Wagon R 1.0,2013.0,89791,1,PETROL,AP-10,Manual,HatchBack,338000
Honda City,2016.0,65484,1,PETROL,WB-02,Manual,Sedan,555000
Honda City,2015.0,33488,1,PETROL,KA-03,Automatic,Sedan,917000
Tata NEXON,2019.0,48266,1,PETROL,TN-06,Automatic,SUV,715000
Hyundai i10,2014.0,55011,1,PETROL,UP-78,Manual,HatchBack,256000
Maruti Celerio,2016.0,33233,2,PETROL,KA-05,Automatic,HatchBack,476000
Maruti Swift,2018.0,43312,1,PETROL,PB-70,Manual,HatchBack,574000
Datsun Redi Go,2018.0,44293,1,PETROL,DL-3C,Manual,HatchBack,243000
Maruti Swift,2017.0,47899,2,PETROL,TN-05,Manual,HatchBack,587000
Maruti Ciaz,2018.0,63950,1,PETROL,WB-02,Manual,Sedan,402650
Maruti Swift,2017.0,53486,1,PETROL,TN-11,Manual,HatchBack,553000
Maruti Baleno,2020.0,24356,1,PETROL,HR-13,Manual,HatchBack,640000
Maruti Baleno,2019.0,22126,1,PETROL,DL-2C,Manual,HatchBack,636000
Hyundai i10,2013.0,34295,2,PETROL,MH-48,Manual,HatchBack,256000
Maruti Swift,2012.0,99067,2,DIESEL,MH-46,Manual,HatchBack,347000
Maruti Celerio,2017.0,87814,2,PETROL,KL-43,Automatic,HatchBack,456000
Tata NEXON,2018.0,61107,2,DIESEL,GJ-05,Automatic,SUV,772000
Hyundai Creta,2015.0,45212,1,PETROL,MH-03,Manual,SUV,855000
Maruti New Wagon-R,2019.0,28454,2,PETROL,KA-65,Manual,HatchBack,516350
Maruti S Cross,2017.0,113791,2,DIESEL,GJ-04,Manual,SUV,629000
Maruti Swift Dzire,2014.0,92341,1,DIESEL,KA-04,Manual,Sedan,558000
Maruti Baleno,2017.0,38218,2,PETROL,KA-35,Automatic,HatchBack,669000
Honda Amaze,2021.0,11799,1,PETROL,KL-22,Manual,Sedan,799000
Honda WR-V,2018.0,50049,1,DIESEL,MH-12,Manual,SUV,831000
Maruti Baleno,2021.0,50261,1,PETROL,MH-14,Manual,HatchBack,752000
Hyundai Elite i20,2015.0,72961,1,PETROL,KA-51,Manual,HatchBack,649000
Hyundai VENUE,2019.0,12234,1,PETROL,KA-53,Manual,SUV,988000
Hyundai NEW SANTRO,2021.0,11041,1,PETROL,MP-04,Manual,HatchBack,529000
Maruti Ciaz,2019.0,1245,2,PETROL,MH-01,Automatic,Sedan,862000
Maruti IGNIS,2017.0,29406,2,PETROL,HR-10,Automatic,HatchBack,487000
Honda Amaze,2014.0,94591,1,DIESEL,GJ-05,Manual,Sedan,480000
Maruti Ritz,2010.0,72199,2,PETROL,DL-2C,Manual,HatchBack,160000
Renault Kiger,2021.0,14463,1,PETROL,KA-03,Manual,HatchBack,912000
Hyundai Verna,2018.0,67370,2,DIESEL,TS-13,Automatic,Sedan,1098000
Hyundai NEW SANTRO,2021.0,39295,1,CNG,DL-9C,Manual,HatchBack,583000
Mahindra XUV500,2018.0,35189,3,DIESEL,KA-03,Automatic,Lux_SUV,1498000
Hyundai Grand i10,2019.0,37965,1,PETROL,GJ-01,Automatic,HatchBack,626000
Hyundai VENUE,2019.0,45051,1,PETROL,TS-02,Manual,SUV,778000
Maruti Swift Dzire,2015.0,53282,2,DIESEL,MH-14,Automatic,Sedan,836000
Hyundai NEW SANTRO,2020.0,47887,1,CNG,MH-05,Manual,HatchBack,540000
Toyota Etios Liva,2016.0,36589,1,PETROL,MH-43,Manual,HatchBack,429000
Maruti Swift,2016.0,62832,2,PETROL,KL-02,Manual,HatchBack,562000
Honda CRV,2014.0,61741,1,PETROL,MH-02,Automatic,Lux_SUV,922000
Hyundai Grand i10,2019.0,40434,1,PETROL,PB-07,Manual,HatchBack,573000
Maruti Alto,2021.0,22112,1,PETROL,KA-07,Manual,HatchBack,419000
Hyundai Grand i10,2016.0,73565,1,PETROL,GJ-23,Manual,HatchBack,454000
Maruti Alto 800,2015.0,38257,2,PETROL,KA-04,Manual,HatchBack,295000
Maruti Alto 800,2014.0,42988,2,PETROL,TN-12,Manual,HatchBack,271000
Maruti Swift,2018.0,95774,1,PETROL,TS-13,Automatic,HatchBack,636000
Renault Duster,2020.0,95678,1,PETROL,KA-32,Manual,SUV,1056000
Maruti Baleno,2019.0,59905,2,PETROL,TN-11,Manual,HatchBack,526000
Hyundai Elite i20,2016.0,72362,1,PETROL,KA-03,Manual,HatchBack,701000
Renault Kwid,2018.0,14627,2,PETROL,HR-51,Manual,HatchBack,335000
Hyundai NEW SANTRO,2019.0,20851,2,PETROL,TN-31,Manual,HatchBack,473000
Maruti Baleno,2022.0,25298,1,PETROL,HR-36,Manual,HatchBack,885000
Maruti Swift,2017.0,51872,1,PETROL,GJ-05,Manual,HatchBack,544000
Tata NEXON,2022.0,21009,1,PETROL,GJ-01,Automatic,SUV,1222000
Honda City,2019.0,38693,2,PETROL,UP-32,Manual,Sedan,872000
Maruti Swift,2021.0,7183,2,PETROL,RJ-45,Automatic,HatchBack,811000
Volkswagen Vento,2020.0,59014,2,PETROL,MH-03,Manual,Sedan,314000
Honda City,2012.0,45413,1,PETROL,PB-91,Automatic,Sedan,852000
Maruti Swift Dzire,2015.0,89352,1,PETROL,HR-26,Manual,Sedan,406000
Mahindra XUV500,2016.0,91242,2,DIESEL,CH-01,Manual,Lux_SUV,688000
Maruti Baleno,2020.0,13074,1,PETROL,KL-01,Manual,HatchBack,815000
Maruti Dzire,2017.0,75768,1,PETROL,GJ-05,Manual,Sedan,570000
KIA SELTOS,2019.0,33250,2,DIESEL,KA-53,Manual,SUV,1246000
Maruti New Wagon-R,2021.0,82599,1,CNG,UP-32,Manual,HatchBack,624000
Hyundai Verna,2018.0,124452,2,DIESEL,GJ-05,Manual,Sedan,401000
Toyota Etios,2011.0,61988,1,DIESEL,WB-02,Manual,Sedan,577000
Skoda Rapid,2020.0,49220,1,PETROL,UP-78,Manual,Sedan,490000
Maruti S PRESSO,2021.0,16563,1,PETROL,PB-27,Manual,HatchBack,462000
Maruti Alto 800,2019.0,29095,2,PETROL,WB-26,Manual,HatchBack,279000
Renault Kwid,2020.0,19253,1,PETROL,KL-21,Manual,HatchBack,405000
Maruti Alto,2019.0,52162,1,PETROL,GJ-23,Manual,HatchBack,329000
Maruti Vitara Brezza,2019.0,29480,1,DIESEL,DL-1C,Manual,SUV,707000
Ford Ecosport,2017.0,67481,2,PETROL,KA-03,Automatic,SUV,726000
Maruti Baleno,2016.0,75876,1,PETROL,TN-14,Manual,HatchBack,590000
Skoda KUSHAQ,2021.0,21150,1,PETROL,PB-91,Manual,SUV,986000
Honda City,2019.0,23305,1,PETROL,GJ-27,Manual,Sedan,784400
Hyundai VENUE,2019.0,61449,1,DIESEL,CH-01,Manual,SUV,801000
Maruti XL6,2020.0,27295,1,PETROL,MH-12,Manual,SUV,1038000
Hyundai VENUE,2021.0,6845,1,PETROL,TN-12,Manual,SUV,1039000
Hyundai Elite i20,2015.0,15146,2,PETROL,MH-04,Manual,HatchBack,463000
Hyundai Elite i20,2017.0,116263,3,DIESEL,GJ-38,Manual,HatchBack,611000
Honda Jazz,2018.0,35099,1,PETROL,GJ-01,Manual,HatchBack,610000
Honda WR-V,2017.0,44367,1,PETROL,BR-01,Manual,SUV,700000
Hyundai Eon,2015.0,84776,2,PETROL,MH-14,Manual,HatchBack,257000
Ford Figo Aspire,2021.0,17959,1,PETROL,TN-01,Manual,Sedan,917000
Honda Amaze,2018.0,121514,1,PETROL,,Manual,Sedan,346000
Hyundai GRAND I10 NIOS,2020.0,37706,1,PETROL,TS-09,Automatic,HatchBack,782000
Maruti Wagon R 1.0,2014.0,95103,1,PETROL,KL-42,Manual,HatchBack,362000
Hyundai Grand i10,2015.0,63143,1,PETROL,WB-08,Manual,HatchBack,369000
Maruti Baleno,2017.0,8011,1,PETROL,DL-14,Manual,HatchBack,556000
Maruti Alto,2012.0,11969,1,PETROL,MH-05,Manual,HatchBack,190000
Maruti Baleno,2016.0,45761,2,PETROL,MH-03,Manual,HatchBack,528000
Maruti Swift Dzire,2012.0,48374,1,PETROL,GJ-06,Manual,Sedan,387000
Maruti Celerio,2016.0,43636,2,CNG,BR-01,Manual,HatchBack,352000
Maruti Ritz,2013.0,53737,1,PETROL,MH-03,Manual,HatchBack,351000
Hyundai Grand i10,2015.0,28744,2,PETROL,MP-09,Manual,HatchBack,382000
Maruti Ciaz,2015.0,84617,2,DIESEL,MH-40,Manual,Sedan,599000
Maruti Ciaz,2015.0,19250,2,PETROL,MH-31,Manual,Sedan,815000
Maruti Wagon R 1.0,2016.0,47140,1,CNG,MH-47,Manual,HatchBack,389000
Honda Amaze,2014.0,12288,2,PETROL,TN-10,Manual,Sedan,659000
Honda Amaze,2018.0,26502,2,PETROL,KA-04,Manual,Sedan,805000
Maruti Alto 800,2017.0,36200,1,PETROL,TS-07,Manual,HatchBack,345000
Hyundai Grand i10,2014.0,30233,3,PETROL,DL-12,Automatic,HatchBack,371000
Maruti Alto,2019.0,10511,1,PETROL,TN-06,Manual,HatchBack,345000
Maruti Alto K10,2017.0,30446,2,PETROL,DL-9C,Manual,HatchBack,305000
Maruti Alto,2019.0,68236,1,PETROL,GJ-02,Manual,HatchBack,317000
Maruti Alto 800,2017.0,50948,2,PETROL,TN-05,Manual,HatchBack,304000
Maruti Ciaz,2015.0,105397,2,CNG,MH-03,Manual,Sedan,509000
Toyota YARIS,2021.0,74599,2,CNG,DL-1C,Automatic,Sedan,817000
Maruti Alto,2022.0,8502,1,CNG,MH-12,Manual,HatchBack,528000
Renault Kiger,2022.0,15920,1,PETROL,HR-26,Manual,HatchBack,782000
Renault Kwid,2019.0,44363,2,PETROL,TS-11,Manual,HatchBack,411000
Hyundai Grand i10,2018.0,53576,1,PETROL,KA-01,Automatic,HatchBack,663000
Maruti Swift Dzire,2012.0,91392,1,PETROL,MP-04,Automatic,Sedan,618000
Honda Amaze,2018.0,51603,1,PETROL,MH-43,Manual,Sedan,384000
Maruti Baleno,2017.0,51536,1,PETROL,MH-48,Automatic,HatchBack,653000
Maruti Wagon R 1.0,2013.0,92195,1,PETROL,AP-07,Manual,HatchBack,317000
Hyundai Creta,2018.0,106506,1,PETROL,,Manual,SUV,907000
Maruti Alto K10,2017.0,27720,2,PETROL,KA-19,Manual,HatchBack,366000
Maruti Wagon R Stingray,2015.0,16262,2,PETROL,BR-01,Manual,HatchBack,363000
Maruti Wagon R 1.0,2013.0,92587,1,CNG,HR-79,Manual,HatchBack,280000
Maruti Alto K10,2015.0,60971,1,PETROL,KL-05,Manual,HatchBack,296000
Hyundai VENUE,2019.0,31773,1,PETROL,TN-12,Automatic,SUV,908000
Renault Kiger,2021.0,14608,1,PETROL,KA-04,Automatic,HatchBack,960000
Maruti IGNIS,2017.0,48405,1,PETROL,UP-72,Manual,HatchBack,407000
Tata TIGOR,2022.0,49471,1,CNG,UP-32,Manual,Sedan,733000
Toyota Etios Liva,2012.0,121735,2,PETROL,,Manual,HatchBack,331000
Hyundai i20,2010.0,64580,2,PETROL,DL-8C,Manual,HatchBack,174000
Maruti Swift Dzire,2012.0,27991,1,PETROL,BR-01,Manual,Sedan,483000
Maruti Baleno,2016.0,45721,1,PETROL,HR-26,Automatic,HatchBack,549000
Hyundai i10,2014.0,67438,2,PETROL,GJ-01,Manual,HatchBack,306000
Maruti Wagon R 1.0,2015.0,70766,1,PETROL,DL-8C,Manual,HatchBack,308000
Hyundai Elite i20,2016.0,71941,2,PETROL,UP-14,Manual,HatchBack,521000
Maruti Swift,2019.0,68082,2,PETROL,TN-11,Manual,HatchBack,606000
Maruti Baleno,2017.0,32550,2,PETROL,DL-10,Manual,HatchBack,508000
Maruti Swift Dzire,2012.0,60351,1,PETROL,UP-16,Manual,Sedan,506000
Hyundai i10,2011.0,87568,1,PETROL,KL-54,Manual,HatchBack,218000
Hyundai Verna,2013.0,69952,2,PETROL,MH-01,Manual,Sedan,310000
Skoda Rapid,2021.0,36453,1,PETROL,PB-65,Automatic,Sedan,1022000
Honda City,2020.0,23378,1,PETROL,BR-06,Automatic,Sedan,1058000
Hyundai i20,2011.0,88392,2,PETROL,GJ-06,Manual,HatchBack,272000
Renault Duster,2016.0,118214,2,DIESEL,TS-10,Automatic,SUV,671000
Nissan Micra,2018.0,51507,2,PETROL,KL-41,Automatic,HatchBack,584000
Hyundai New Elantra,2017.0,97989,1,PETROL,MH-48,Automatic,Lux_sedan,985000
Hyundai Grand i10,2018.0,33605,1,PETROL,TN-05,Manual,HatchBack,512000
Hyundai Grand i10,2014.0,118152,3,CNG,GJ-01,Manual,HatchBack,373000
Hyundai Santro Xing,2010.0,84084,1,PETROL,KA-05,Manual,HatchBack,244000
Mahindra KUV 100 NXT,2019.0,5337,1,PETROL,KA-53,Manual,SUV,563000
Renault Kwid,2017.0,66493,1,PETROL,UP-14,Automatic,HatchBack,317000
Hyundai Verna,2019.0,56376,1,PETROL,KA-51,Manual,Sedan,593000
Hyundai i20,2012.0,46802,2,PETROL,MH-12,Manual,HatchBack,359000
Maruti Dzire,2017.0,32463,2,PETROL,DL-10,Manual,Sedan,513000
Maruti Swift,2015.0,67245,1,PETROL,KA-51,Manual,HatchBack,583000
Maruti Alto K10,2016.0,59423,1,PETROL,HR-36,Manual,HatchBack,321000
Maruti Swift,2013.0,88163,2,DIESEL,KA-51,Manual,HatchBack,454000
Hyundai NEW SANTRO,2020.0,19168,1,PETROL,MH-14,Manual,HatchBack,476000
Maruti Baleno,2016.0,21728,1,PETROL,KA-04,Manual,HatchBack,709000
Ford FREESTYLE,2018.0,37625,1,DIESEL,HR-30,Manual,SUV,500000
Maruti Alto K10,2014.0,47899,1,PETROL,HR-36,Manual,HatchBack,273000
Mahindra Kuv100,2017.0,95346,2,PETROL,UP-14,Manual,SUV,341000
Maruti Alto K10,2017.0,74155,2,PETROL,PB-08,Manual,HatchBack,341000
Honda Brio,2013.0,42634,1,PETROL,BR-01,Manual,HatchBack,245000
Renault Kwid,2017.0,52520,2,PETROL,KA-04,Automatic,HatchBack,385000
Maruti Dzire,2021.0,40394,2,PETROL,KA-04,Automatic,Sedan,731000
Maruti Swift Dzire,2014.0,116132,2,PETROL,,Manual,Sedan,344000
Honda Jazz,2016.0,89113,1,PETROL,MH-46,Manual,HatchBack,523000
Maruti Wagon R 1.0,2014.0,63426,1,CNG,MH-14,Manual,HatchBack,351000
Maruti Baleno,2016.0,53628,2,DIESEL,KA-03,Manual,HatchBack,741000
Skoda Rapid,2020.0,4417,1,PETROL,KA-51,Manual,Sedan,799250
Tata Tiago,2017.0,61094,1,PETROL,MH-12,Manual,HatchBack,474000
Maruti Baleno,2017.0,82756,1,PETROL,DL-8C,Automatic,HatchBack,589000
Hyundai Elite i20,2015.0,59987,2,PETROL,DL-10,Manual,HatchBack,520000
Maruti Baleno,2017.0,55788,1,PETROL,MH-01,Manual,HatchBack,533000
Hyundai Creta,2016.0,55188,2,PETROL,MH-02,Automatic,SUV,919000
Hyundai Eon,2016.0,68336,2,PETROL,TS-07,Manual,HatchBack,311000
Honda City,2014.0,77192,1,PETROL,HR-26,Manual,Sedan,496000
Honda Jazz,2017.0,58070,1,PETROL,MH-47,Automatic,HatchBack,605000
Maruti Alto 800,2012.0,49614,2,PETROL,KA-53,Manual,HatchBack,243000
Hyundai Elite i20,2016.0,17666,2,PETROL,WB-24,Manual,HatchBack,559000
Maruti Wagon R 1.0,2013.0,91821,2,PETROL,AP-29,Manual,HatchBack,331000
Maruti Baleno,2016.0,45836,1,PETROL,UP-16,Manual,HatchBack,520000
Hyundai Elite i20,2018.0,70601,1,PETROL,KA-41,Automatic,HatchBack,755000
Maruti Baleno,2019.0,25387,2,PETROL,GJ-06,Automatic,HatchBack,673000
Hyundai Elite i20,2017.0,27172,1,PETROL,TS-08,Manual,HatchBack,693000
Maruti Swift,2017.0,94926,1,DIESEL,KA-05,Manual,HatchBack,705000
Maruti Celerio,2015.0,52209,1,PETROL,KA-51,Manual,HatchBack,487000
Hyundai VENUE,2022.0,10380,1,PETROL,GJ-23,Manual,SUV,895000
Maruti Wagon R 1.0,2017.0,54763,1,PETROL,MH-12,Manual,HatchBack,453000
Tata ALTROZ,2020.0,20986,1,PETROL,HR-30,Manual,HatchBack,721000
